SDSS_NAME,RA,DEC,REDSHIFT,g_SDSS,gerr_SDSS,r_SDSS,rerr_SDSS,i_SDSS,ierr_SDSS,LOGBH,LOGEDD_RATIO,LOGLBOL,ra,dec,g_HSC,gerr_HSC,r_HSC,rerr_HSC,i_HSC,ierr_HSC,hsc_id
b'224717.68-011132.1',341.823689,-1.192259,2.6642,19.467,0.027,19.341,0.016,19.235,0.022,9.445722918216186,-0.7045107017899284,46.84158276154382,341.8236932152089,-1.1922830406538445,19.4962349,0.00146057562,19.2789612,0.00146477425,19.2414303,0.00102759234,41593159079188917
b'225419.22-000155.1',343.580112,-0.031973,3.6959,20.819,0.029,19.565,0.018,19.375,0.024,9.273408834414282,-0.23691106374931792,47.13686831578253,343.58013186164214,-0.0319586071055747,20.5146294,0.00129579171,19.4073505,0.000703588303,19.216526,0.000573293539,41597445456552400
b'230337.81-001730.6',345.907546,-0.291856,0.6649,19.706,0.028,19.6,0.022,19.493,0.026,8.951734662729617,-1.48249907148206,45.56960613636512,345.90755784900074,-0.2918543911918254,20.1930618,0.00101844419,20.036232,0.000986355357,19.9314842,0.000752817898,41601147718371752
b'230423.06-000417.3',346.096093,-0.071477,1.0508,19.827,0.025,19.651,0.019,19.716,0.024,8.615290202830403,-1.0459381212683638,45.6697226266796,346.09610920186225,-0.0714810874719043,19.9821987,0.000976845855,19.8927917,0.000970931258,20.0314598,0.000963722006,41606516427481510
b'233713.51+000730.3',354.306323,0.1251,1.3446,20.538,0.03,20.263,0.033,20.256,0.046,9.00147332212325,-1.3341223083401204,45.76772155890069,354.30632879731854,0.1250953820470486,20.2490082,0.00154065399,19.9845772,0.00106668775,20.0699787,0.0011370877,42696652141652114
b'234821.26-010651.1',357.088616,-1.114205,1.862,19.167,0.023,19.185,0.018,18.963,0.024,9.355827240532587,-0.9356376058612668,46.52056017978888,357.08861450954873,-1.1142118005330923,19.5645428,0.00158186746,19.5737343,0.00137953449,19.3204346,0.00103695318,41636864666391712
b'235515.78-002842.0',358.815785,-0.478355,1.9232,18.942,0.038,18.902,0.024,18.654,0.019,9.37598769780576,-0.7843593931827542,46.69199884974057,358.81579061520347,-0.4783395003050248,19.045372,0.000723566453,18.9659119,0.000523531809,18.778698,0.000524054456,41641000719906608
b'011255.87+004409.7',18.2328,0.73603,1.8501,20.152,0.024,20.056,0.022,19.696,0.025,9.34655393456158,-1.0823963268747647,46.36452815280438,18.23282355327454,0.7360235253403707,19.9484825,0.000985243474,19.9259548,0.000823626004,19.6055679,0.00156691798,41698171029578995
b'013145.32+004754.1',22.938844,0.798383,1.0794,19.764,0.024,19.517,0.022,19.497,0.029,8.922180269010239,-1.1993074112276219,45.82324340290018,22.93887059792147,0.7983888741457846,19.7134972,0.00134561921,19.4732437,0.0011841018,19.5879364,0.00246255007,41711090291199253
b'020219.18-004103.5',30.57992,-0.684331,2.2677,19.99,0.029,20.081,0.03,19.921,0.031,8.601948540064663,-0.14232392388917958,46.559995161293045,30.57992041213925,-0.6843298282890554,20.1433868,0.000939690042,19.958395,0.00116576266,19.9452877,0.00247148587,40669715340747286
b'090415.73+025559.6',136.065553,2.933233,1.1501,18.788,0.012,18.584,0.013,18.576,0.018,8.925306530314298,-0.6414023112015386,46.38427476423032,136.0655457055409,2.9332508051607245,19.1434631,0.000631658069,18.9029121,0.000594020181,18.9918175,0.000615788857,43114084308114028
b'090958.20+045627.7',137.492513,4.941034,0.2984,19.023,0.019,18.527,0.023,18.442,0.025,8.373034364134051,-1.228819776433518,45.244585132818095,137.4925306811797,4.941036319080377,19.3950729,0.00134763622,18.8220253,0.00073537248,18.872757,0.000685465522,45247252830111860
b'092653.07-000832.4',141.721164,-0.142358,1.7046,18.69,0.015,18.678,0.022,18.432,0.022,9.400308747118132,-0.734300353083924,46.76637893915177,141.72115736410612,-0.1423614271338926,18.5431328,0.000471791922,18.3922539,0.00047466025,18.2614002,0.000319324696,40999581713988104
b'093239.29+001409.8',143.16372,0.236063,1.2582,19.68,0.025,19.297,0.019,19.247,0.021,8.839486048872889,-0.6869305583171226,46.252926035673326,143.16372677286645,0.2360501164019735,19.2989864,0.000769215752,18.885704,0.000620826147,18.8989391,0.000444770325,42072679292896049
b'094121.78+012934.2',145.340787,1.49285,1.2773,19.933,0.025,19.545,0.027,19.513,0.026,9.332532045665708,-1.4005123867902114,46.03239020399306,145.34078812863203,1.4928429185686514,20.253973,0.00214940915,19.7683182,0.00183598674,19.7789974,0.00100760651,43145660907675564
b'095048.48-000017.7',147.70201,-0.004925,1.8802,20.9,0.036,20.178,0.027,19.567,0.023,8.988133149935146,-0.7109452262033216,46.37755846884939,147.7020202230378,-0.0049039369219148,20.9308643,0.00202740636,20.1673107,0.00131215178,19.6374016,0.000771118968,41017040756039958
b'095530.55+021652.9',148.877306,2.281362,0.748,20.359,0.027,20.391,0.033,20.45,0.055,8.363827543322865,-1.1624837872804719,45.301714301159954,148.87732107581763,2.281357432231874,20.278244,0.00147540343,20.3173313,0.00136735861,20.3420658,0.00119125447,43154061863710183
b'095915.20+031617.4',149.813365,3.27152,0.4609,19.715,0.02,19.351,0.016,19.04,0.015,8.335482622225996,-0.9859446378636889,45.44990852947987,149.81337691504686,3.2715289182910823,20.0308723,0.00128672726,19.6096287,0.000966572086,19.3610916,0.000635079283,44223190892827879
b'101152.36+012822.0',152.968193,1.472788,0.5082,19.176,0.021,18.983,0.016,18.787,0.02,7.418407747077074,0.059674349137317506,45.57845264133196,152.96819466614562,1.4728037914666208,19.031004,0.00081487908,18.8374252,0.00061246421,18.8297195,0.000541675487,42098410441956114
b'120120.87-002023.2',180.336978,-0.339784,1.0685,19.4,0.022,18.924,0.021,18.917,0.025,8.945668148737411,-0.8999106549776386,46.146128038877336,180.33700148396215,-0.3397855881336039,19.8053074,0.000843110844,19.4268436,0.000831808837,19.4713917,0.000637213991,41113789189360726
b'121248.94+013727.1',183.203952,1.6242,1.3951,18.288,0.026,18.256,0.021,18.277,0.016,8.937533074528632,-0.38835297063035057,46.64955064901584,183.20395488633264,1.624212617814326,18.4063148,0.000709673855,18.3638515,0.000731365697,18.4327927,0.000669211906,43255204048559195
b'135128.15-001016.9',207.867295,-0.171382,0.5237,22.85,0.123,21.246,0.051,20.164,0.035,9.056607202862672,-2.0921608629583233,45.06481688502191,207.86726919629623,-0.1713911789987113,23.0900841,0.00748404581,21.531559,0.00248124963,20.7265148,0.00150492124,41192408565708151
b'141114.87-003659.4',212.811998,-0.616512,2.4017,19.389,0.021,19.435,0.021,19.371,0.024,9.53060766573899,-0.8559853402847466,46.77499287057181,212.81199531648284,-0.6165027137365952,19.2297077,0.000912619871,19.2408867,0.00082436431,19.1426163,0.000539731875,41210679356583596
b'142352.01-000705.2',215.966714,-0.118119,0.6798,18.732,0.019,18.899,0.021,18.977,0.022,8.450778259902052,-0.8673792062022159,45.6837695988174,215.96670990265343,-0.1181126223106806,19.2615547,0.000748993829,19.3937435,0.000751114159,19.2923012,0.000495214772,41219346600598248
b'144742.94-015919.6',221.928918,-1.988798,3.1053,19.981,0.022,19.676,0.019,19.644,0.021,9.194971866155202,-0.5974387519603681,46.697903659312395,221.92892363093995,-1.9887991405298269,20.5143623,0.00227974285,20.1380825,0.00166950398,20.2251072,0.00142916164,40167792577639265
b'222325.20+001927.0',335.855009,0.324192,1.7908,20.485,0.027,20.329,0.028,19.892,0.03,8.813437055525927,-0.6640393681921566,46.24976823245134,335.855023996724,0.3241923358715394,19.9272366,0.000997036812,19.8616142,0.00113274727,19.608633,0.000628535112,42644292195344636
b'011240.23-005203.5',18.167658,-0.867648,1.8874,19.041,0.021,19.006,0.017,18.807,0.025,9.31046245828946,-0.8767279032546824,46.534105100152345,18.167661848135005,-0.8676302728046731,19.0146255,0.00104248908,18.8901749,0.00094971573,18.5661316,0.00121698668,40629441432409644
b'011844.39-002251.8',19.684998,-0.381078,1.1679,20.184,0.029,19.956,0.022,19.92,0.037,9.139813348930343,-1.6247832835889042,45.615400610459005,19.684980241945752,-0.38108896435422,20.7203903,0.00172767602,20.3222294,0.00135140982,20.3558865,0.00280342042,40633852363825814
b'015903.74-003016.5',29.765609,-0.504595,2.8844,20.335,0.036,20.086,0.034,20.066,0.035,8.708135458071421,-0.1390774516513531,46.66942855153763,29.765596816756783,-0.5046009443656752,20.7032204,0.00134354376,20.3782921,0.00131891656,20.5077114,0.0117680216,40664771833388065
b'085343.40+022721.9',133.430866,2.456109,1.8664,19.406,0.019,19.261,0.018,18.854,0.016,9.873463577480925,-1.3399713682657435,46.633862754332746,133.43086582362724,2.456109684529161,19.3728104,0.000981397112,19.2886734,0.00144188444,18.9602356,0.000678785495,43110498010423047
b'090301.07+015602.9',135.754485,1.934158,1.9438,19.274,0.018,19.194,0.019,18.998,0.018,9.142587469049895,-0.4422519428109837,46.80070607135647,135.75449015327374,1.934162089910308,19.7192116,0.000846682233,19.5225925,0.000793432933,19.2154655,0.000636765035,43114333416227182
b'090535.78-004039.8',136.399085,-0.677725,0.794,19.696,0.019,19.677,0.024,19.731,0.043,8.602411037958657,-1.0645820324996507,45.63819955057657,136.3990745685262,-0.6777275959534262,20.5067348,0.0013433611,20.5274773,0.00173088268,20.610918,0.00154183432,40981426887228115
b'091930.44+022450.4',139.876864,2.414004,1.2229,19.179,0.021,18.677,0.017,18.633,0.022,9.241202604047626,-0.9918109865357607,46.349762162629425,139.8768624139185,2.4140043347782107,19.3388023,0.000837119238,18.8546448,0.00071711326,18.879034,0.000498260837,43127815318563912
b'092601.78-005347.8',141.507421,-0.896625,1.6365,19.259,0.022,19.096,0.023,18.896,0.017,8.632126709876276,-0.2812511119855472,46.45124614300829,141.5074315842342,-0.8966343616571492,18.9709015,0.000762423326,18.8165169,0.000698704505,18.5944347,0.000442381657,40999701973069013
b'094156.10+020551.8',145.483763,2.097744,2.0978,20.284,0.033,20.294,0.032,20.07,0.036,8.577079915546111,-0.40845694431975943,46.26899351634392,145.4837430830842,2.097749587241115,20.5057678,0.00385358906,20.491354,0.00388086378,20.2290535,0.00261419895,43145673792570900
b'094634.79+005614.6',146.644994,0.937403,1.9974,19.662,0.018,19.405,0.016,19.22,0.024,9.161961387441416,-0.4859943375354234,46.776337595023556,146.6449980395953,0.9374207007855906,20.2994099,0.00134150195,20.0271034,0.00142012595,19.752285,0.000819764216,42081080248899403
b'122231.03+011002.0',185.629303,1.167248,2.1516,19.326,0.019,19.155,0.016,18.907,0.019,8.961867013002676,-0.28631015208824095,46.775927406032,185.6292898173004,1.1672531848343664,19.7261829,0.00113816303,19.4881859,0.00100249914,19.2242527,0.000675483199,42195158875270985
b'125227.28+001002.0',193.113676,0.167231,3.5597,20.681,0.028,19.822,0.022,19.735,0.024,8.909084963871466,-0.18823230336036545,46.82122320562866,193.11369793314225,0.1672301229613156,20.5495014,0.00171095133,19.5963821,0.00121306011,19.7282944,0.00198351359,42216990194032574
b'134150.40-005753.4',205.460011,-0.964857,0.9387,19.217,0.026,19.005,0.019,19.031,0.02,8.873855716732692,-0.8149804237644744,46.15924583808578,205.4600201626815,-0.964859174055058,19.4370155,0.00177903741,19.3371258,0.000871481141,19.3859768,0.00126048049,41188543095131954
b'134755.68+003935.1',206.982001,0.65975,3.8138,20.533,0.026,19.473,0.021,19.356,0.027,9.055387358171474,-0.06689415359703332,47.088863749692,206.98201407695427,0.6597573505836315,20.8827057,0.00186895882,19.8020782,0.00113473728,19.6394882,0.00081604399,42261670738809786
b'135311.51+015444.7',208.297972,1.912422,2.8554,20.726,0.036,20.234,0.028,19.828,0.029,8.336165784144344,-0.2072749698745966,46.22926135938731,208.29796364192256,1.912411284123398,20.9183407,0.00343379239,20.4736958,0.00260789297,19.9489822,0.00190455362,43330112573166456
b'135525.65-005740.6',208.856906,-0.961292,0.8945,18.757,0.033,18.639,0.014,18.831,0.022,8.860414845939447,-0.7021079040402611,46.25867748701675,208.8569257448849,-0.9612965912474366,19.4455128,0.000771749998,19.3812294,0.000756439811,19.5473347,0.00075806299,41197064310253240
b'135937.50-013215.6',209.906277,-1.537671,0.892,18.806,0.018,18.64,0.018,18.748,0.016,8.907400764892522,-0.8440347849044869,46.1637365251056,209.9062841121969,-1.537674812974678,18.5473824,0.000560603861,18.479641,0.000541890098,18.5876808,0.000458773662,40132621090448971
b'144356.22-013839.7',220.984279,-1.644364,3.1875,20.813,0.04,20.111,0.032,19.819,0.027,9.64373761095602,-0.9778437184952153,46.76626443757837,220.98427061943173,-1.644373135351474,20.552187,0.00162430783,20.0658684,0.00169055257,19.7161865,0.00101651414,40168488362341328
b'144411.04+012159.2',221.046017,1.36645,0.7549,18.544,0.018,18.518,0.018,18.645,0.021,8.966813758358274,-1.0444144228465646,46.022769880629276,221.04601343857016,1.3664610495817753,18.3713245,0.000487738202,18.2471275,0.000507355784,18.4765549,0.000450646447,42300716286510263
b'221026.19+005259.8',332.609151,0.883284,1.5161,20.45,0.029,20.316,0.029,20.006,0.037,9.267741535134213,-1.4005128925023413,45.967599187749435,332.6091442993624,0.8832880929103464,20.9503918,0.00187136128,20.7275028,0.0018634554,20.5137634,0.00128663017,42635783865109569
b'230550.86-004041.7',346.46193,-0.67825,2.9726,19.951,0.031,19.926,0.029,19.99,0.036,8.648885978363541,0.02765866890690205,46.776915192388,346.46193789083344,-0.6782344945051985,19.9595528,0.00110206206,19.7507401,0.00123696565,19.7876701,0.00113363785,41606224369711171
b'234100.98+003316.9',355.254121,0.55472,1.0787,18.714,0.027,18.424,0.024,18.418,0.022,8.689352172639468,-0.3874749724297928,46.40224774532724,355.2541281359038,0.5547339746279815,19.1096306,0.000783209805,18.7836494,0.000579082698,18.7355556,0.000834276492,42701471094957267
b'234608.86+010357.0',356.536936,1.065835,1.9993,20.345,0.036,20.212,0.027,19.953,0.031,8.426620238593374,-0.4187588945493559,46.10823188916158,356.53693464609853,1.0658560161176844,20.4766941,0.00152300368,20.2909279,0.00123996229,19.9829884,0.00159015052,42706019465321782
b'000154.89-002209.0',0.478719,-0.36919,1.1657,19.206,0.022,19.004,0.022,18.99,0.021,8.45872706105801,-0.3573052203908631,46.20179238578471,0.478718299565708,-0.3691850226604344,19.0521183,0.000734319154,18.7335052,0.00074996904,18.8383675,0.000534663966,40576540320228909
b'011404.44+001750.7',18.518525,0.297436,1.6553,20.205,0.031,20.253,0.026,20.039,0.031,9.184296708370507,-1.3368317434417278,45.947835510046346,18.518530390089463,0.2974499648610301,20.0323944,0.00124458654,20.0141182,0.00146802689,19.8144493,0.00232141977,41703385119870759
b'011418.27+002202.5',18.576129,0.367366,1.6796,18.94,0.026,18.892,0.016,18.635,0.02,8.86431779763569,-0.31790321526352017,46.646785127489736,18.576143996621926,0.3673742078011214,18.8392677,0.000816762622,18.7243404,0.000709804823,18.5199852,0.00100760872,41703385119873295
b'011431.43-001112.5',18.630974,-0.186821,1.8405,20.544,0.028,20.376,0.029,19.944,0.03,9.292312110677878,-1.274998187332912,46.11768446846253,18.630979896600003,-0.1868245871082228,19.8684425,0.00114538928,19.7826099,0.00130499073,19.4733524,0.00186430605,40634543853559605
b'011638.39-005122.7',19.159976,-0.856314,2.0651,20.078,0.029,19.64,0.022,19.385,0.024,8.392146254679965,-0.3563430483606993,46.13617375143683,19.15996285973716,-0.8562907599025473,20.4144249,0.00232774322,19.9942055,0.00185871881,19.5665169,0.00235456764,40634251795783537
b'012039.96+000725.2',20.166539,0.123689,1.6627,19.903,0.066,19.797,0.063,19.61,0.033,8.809113230703195,-0.9365428735042869,45.97294090231647,20.16653050885315,0.1236842798174648,20.4557838,0.00134197553,20.3427525,0.00152101053,20.0106773,0.00283290003,41707641432462255
b'012304.26-001627.9',20.767771,-0.274444,2.1224,20.611,0.04,20.572,0.033,20.339,0.055,8.361876766283858,-0.05254348956499655,46.40970382183642,20.767767647051333,-0.2744543102078969,20.4417095,0.00128038123,20.3682098,0.00160451233,20.179718,0.00363882189,40638529583205595
b'012823.64+004149.8',22.098541,0.697178,1.6726,19.69,0.017,19.633,0.021,19.367,0.023,9.143369257362737,-0.850626068867463,46.393113733612836,22.09852076348842,0.6971931763342909,19.5285015,0.000734615431,19.4977474,0.000882245542,19.2635918,0.00134192675,41711777485969069
b'085505.11+022809.5',133.77133,2.469316,0.7245,18.991,0.016,18.856,0.018,18.774,0.013,8.167568496731874,-0.3728394483513995,45.89509959349804,133.77132712325144,2.4693016646492696,19.4043732,0.000742588716,19.2263336,0.000736770453,19.127243,0.000657795812,43110360571472399
b'093554.26+004919.4',143.976102,0.822073,1.5604,19.598,0.028,19.441,0.022,19.203,0.023,8.983119384494787,-0.8265875198142325,46.256902409798116,143.97611860555392,0.8220793262493086,20.2736588,0.0019791564,19.8410778,0.00131718989,19.7538853,0.000725477759,42072142421984003
b'095156.29+011341.8',147.984582,1.228296,2.3593,18.798,0.027,18.74,0.018,18.721,0.019,9.083760140255592,-0.27591667000221776,46.90821401537094,147.98459465639084,1.2283107729127272,18.9423828,0.000873667363,18.9634705,0.000923710235,18.7925777,0.000490467879,42085624324312586
b'095510.80+015830.4',148.795038,1.975131,1.5518,20.064,0.023,19.857,0.023,19.596,0.029,9.318332895744541,-1.3015311671967567,46.117172273665346,148.79505239230676,1.97511962448347,20.4340668,0.00163790665,20.2682056,0.00130637002,20.0659275,0.000876753824,43154195007689811
b'101843.18-003451.4',154.679932,-0.580968,1.76,18.398,0.02,18.376,0.015,18.12,0.014,9.427182316194859,-0.6003767695444253,46.927176091768,154.67993100923985,-0.5809613574918423,18.3200855,0.00066371006,18.4235554,0.000509148522,18.0275555,0.000539691362,41033932862410359
b'124949.09-013410.1',192.45456,-1.569498,1.7387,18.642,0.019,18.506,0.016,18.155,0.018,9.160264977833455,-0.39544770242573435,46.865187820525286,192.45457389999123,-1.5694950498004994,18.5654526,0.000827677432,18.4752922,0.000734129513,18.1438637,0.00105805823,40079569654398519
b'143158.36-004303.9',217.993183,-0.717759,1.3321,19.157,0.023,18.902,0.023,18.831,0.022,9.177527679370748,-0.9191136284265653,46.358784596061746,217.9931975177862,-0.7177664407855802,19.2557335,0.000798249734,19.0377388,0.000778381422,18.9267101,0.000509651669,41223319445341168
b'145758.38+013715.1',224.493274,1.620869,0.4519,20.283,0.03,19.557,0.019,19.063,0.019,8.393227841716147,-1.1902618529498525,45.30333653388386,224.49327632372064,1.6208786258869188,20.0856991,0.001269395,19.4838467,0.00112184056,18.9177475,0.00052592362,43378624228773914
b'145758.74+003639.5',224.494758,0.610994,0.7905,19.862,0.019,19.886,0.026,19.9,0.026,8.550222268446273,-1.1550261870377554,45.495566626526085,224.49477621829908,0.6109894986686589,20.2880363,0.00124198711,20.3595066,0.00140345539,20.3064117,0.000960863545,42314717879891119
b'220348.68-004450.1',330.952873,-0.747275,1.8572,18.572,0.019,18.445,0.023,18.105,0.039,9.327855273935775,-0.434588787198841,46.9936370318545,330.95285971245147,-0.7472706020197815,18.6403389,0.0008376349,18.4549789,0.000798198278,18.206089,0.000534278108,41557296102268516
b'220739.97+051758.8',331.916544,5.299694,3.1043,19.392,0.023,19.166,0.017,19.052,0.02,9.662395170291182,-0.6981571332850649,47.06460858212368,331.9165280945633,5.299692000795102,19.3039875,0.000894335564,19.1021633,0.000724311336,19.0399055,0.000567485171,45823676095953335
b'220800.08+001210.3',332.000334,0.202878,2.1748,19.648,0.017,19.412,0.017,19.364,0.021,9.338524943448377,-0.8953274632441648,46.543568025321775,332.00032706279364,0.2028861492279729,20.3294468,0.0011497743,19.9477386,0.000985742081,19.7830334,0.000729959458,42630681443992865
b'222234.64+001410.1',335.644369,0.236157,1.9604,19.585,0.02,19.515,0.02,19.271,0.019,8.9359175294296,-0.4043358791919047,46.63195219535526,335.6443737159433,0.2361759346632344,19.4587421,0.000839511806,19.275032,0.000811333186,19.0757751,0.000637399906,42644425339341160
b'232437.39+001225.6',351.155824,0.207122,2.4112,19.605,0.026,19.642,0.025,19.514,0.028,9.66498314237233,-1.0645863765505297,46.70076731093936,351.15583098769577,0.2071448536567629,19.4397697,0.000700179604,19.4452362,0.000635763223,19.4047298,0.000648804125,42687993487588723
b'234353.63-004450.6',355.973479,-0.747409,3.2367,19.494,0.027,19.027,0.021,18.766,0.025,9.668387366949265,-0.6983678191955036,47.07039009287132,355.973485660741,-0.7474036021572429,19.3466949,0.00104282354,18.9430733,0.000762900163,18.8297234,0.000689697044,41632200331912595
b'234919.82+000929.3',357.332604,0.158164,1.6077,19.966,0.025,19.824,0.028,19.636,0.03,9.262032157483574,-1.1312534408009896,46.23114926180015,357.3325959521166,0.1581865412930901,19.812912,0.000973331917,19.6636372,0.000987257808,19.4072418,0.000616244681,42705310795720706
b'235043.06-003849.1',357.679419,-0.646977,0.7881,20.366,0.031,20.361,0.038,20.454,0.047,7.8717512478205265,-0.6712014725745945,45.300920320363495,357.67941143117565,-0.6469807765704902,20.639925,0.00278960099,20.6288662,0.00184736389,20.6606407,0.00206463458,41636465234434126
b'011840.40+004004.0',19.668361,0.667788,1.5996,20.351,0.03,20.175,0.029,19.867,0.03,8.689839432055615,-0.708815917006909,46.08139406016627,19.668346776734435,0.667785911268114,20.8765163,0.00188975513,20.6276226,0.00192097353,20.1022835,0.00251383963,41702569076086905
b'020937.66-005435.6',32.406938,-0.909895,1.3519,20.506,0.038,19.808,0.027,19.542,0.024,9.191775763342266,-1.2168310991631017,46.075315209296726,32.40693387828928,-0.9098857235080636,20.3694839,0.00128481735,19.7460175,0.000899099221,19.6221237,0.00268406351,40673834214381797
b'084606.98+022720.2',131.529103,2.455621,2.1614,19.253,0.019,19.095,0.017,18.987,0.018,9.183601950156996,-0.42311863995888643,46.860853855315675,131.52909549785835,2.4556282853434737,19.1589088,0.000592958066,18.9396896,0.000720264215,18.8510933,0.000561135821,43101014722633032
b'084802.54+024840.6',132.010612,2.811287,1.1984,18.876,0.019,18.642,0.013,18.684,0.019,9.08469151664607,-0.8486806653651655,46.336381396398465,132.01060602463622,2.811283593400271,18.7307472,0.000564078335,18.6230316,0.00108014082,18.706089,0.000710024848,43106108553846878
b'092822.19-001149.0',142.092478,-0.196945,0.8685,20.158,0.023,20.052,0.029,20.206,0.045,8.652622178780074,-1.3474059963603153,45.405586727537326,142.09248221294777,-0.1969259451689277,20.4458447,0.00133459491,20.3518219,0.00142791949,20.4557381,0.00118389411,40999306836073646
b'093450.68+004716.0',143.711198,0.787798,2.2094,18.981,0.021,18.747,0.019,18.756,0.019,9.514986664321526,-0.6703681090123013,46.94498910042679,143.71121065623691,0.7878184712667385,19.2058678,0.000858249026,18.9846916,0.000803028641,18.9725666,0.000519822817,42072279860932956
b'100935.02+004536.5',152.39593,0.760158,1.2352,20.369,0.025,19.987,0.026,19.894,0.029,8.705300498605972,-0.9965762064122217,45.809094837311314,152.39593725502448,0.7601744827694267,20.913311,0.00271618227,20.4709129,0.00168561831,20.4977913,0.00152251986,42098805578950958
b'115342.33+005541.2',178.426402,0.928121,1.0741,18.878,0.014,18.699,0.015,18.711,0.016,8.287739410402333,-0.1597021303358943,46.228407825184,178.42640335415518,0.9281259849214512,18.9172707,0.000544410199,18.749424,0.000522167131,18.7753448,0.000488797552,42173026908797466
b'122349.82+014229.6',185.957612,1.708243,1.1548,18.629,0.018,18.415,0.02,18.458,0.023,9.061443072472551,-0.7788967737954025,46.38291684379471,185.9576149846785,1.708236732529759,18.7197189,0.00114698533,18.4998512,0.000951922731,18.5327168,0.000646248984,43264137580535515
b'140152.79-022351.9',210.46996,-2.397777,0.4017,20.288,0.028,19.566,0.023,19.219,0.024,8.843862686099136,-1.6476581024139492,45.29657512880275,210.46995186474425,-2.3977668772509952,21.2593575,0.00513927359,20.2781734,0.00274783722,19.8575821,0.00165096531,40132187298743786
b'141510.14-000710.7',213.792291,-0.119645,0.4988,20.739,0.029,20.257,0.033,19.741,0.03,8.891955664636754,-1.7610518735987952,45.23127433615552,213.7922949081092,-0.1196558741272728,22.0314388,0.0028613396,20.9918175,0.00159616675,20.3491478,0.000901558029,41210000751761788
b'150319.22-011119.2',225.830087,-1.188683,1.5153,19.121,0.016,19.008,0.018,18.765,0.016,8.635936605677614,-0.2533939128443521,46.482913237950825,225.83009751593107,-1.1886773904092818,18.9201736,0.00131549221,18.8187675,0.00116777525,18.6351147,0.000858267304,41245026210022572
b'220601.92+002333.5',331.508029,0.39266,2.9042,20.847,0.032,20.499,0.031,20.39,0.036,8.913782478214802,-0.5143803543966143,46.499772668935755,331.50802221269225,0.392666987103157,20.5729351,0.00135772594,20.3590469,0.00144271494,20.2572479,0.00100786705,42631098055813787
b'222147.92-002205.8',335.449679,-0.368291,1.1062,19.795,0.02,19.49,0.018,19.418,0.021,8.441300173784844,-0.595070582782462,45.94660013611995,335.44969919372545,-0.3682855492809051,19.5947742,0.000896590995,19.3144512,0.000895863224,19.2759056,0.000631036994,41570498831742662
b'222636.45+003108.7',336.651909,0.519095,0.8668,20.21,0.031,20.102,0.026,20.135,0.034,8.470391058068108,-1.1732396518656216,45.39752195132005,336.6518967864997,0.5190755345462865,20.9814529,0.00174240978,20.9472618,0.00170867855,20.9818306,0.00160280452,42643746734502229
b'223154.15+004747.5',337.975631,0.796548,0.841,19.459,0.019,19.37,0.019,19.422,0.021,8.476239882173843,-0.8044296307221188,45.77218079656929,337.9756396970556,0.7965595411378651,19.54492,0.000800344744,19.4615459,0.0006806663,19.5091019,0.000557505933,42648286514942116
b'231552.95+011406.1',348.970636,1.235035,0.5214,20.457,0.03,20.444,0.029,20.03,0.034,8.530614248208003,-1.5799329365597998,45.05105185676577,348.9706247935612,1.235040707840823,20.9687977,0.00203276961,20.7181396,0.00184796168,20.4598122,0.00120644702,42684170966689686
b'231647.41+003932.4',349.197576,0.65902,0.5792,20.088,0.022,20.089,0.022,19.849,0.028,8.28373964514248,-1.0703724710568636,45.31373771920318,349.1975667323276,0.6590223029921346,20.5568161,0.00151845638,20.5265369,0.0017701902,20.3394508,0.00133852055,42683883203874876
b'231850.79+002552.6',349.711658,0.431278,1.5916,19.612,0.026,19.305,0.021,18.969,0.022,9.011714284649718,-0.6283819255244154,46.48370290424287,349.711648203365,0.4312926608200834,19.1522141,0.000752808177,18.9569683,0.000745839265,18.6744308,0.000545169925,42683599736040623
b'232246.61+001416.5',350.694229,0.237937,1.6888,19.244,0.024,19.182,0.023,18.92,0.019,9.377987252646474,-0.9734665513775766,46.50489124638646,350.6942258488145,0.2379394249634988,19.2811928,0.000623902015,19.2131653,0.000696943374,19.0796566,0.000574309961,42688268365497361
b'233736.43+000950.8',354.401797,0.164128,1.1356,19.074,0.017,18.866,0.02,18.894,0.022,8.895055588673282,-0.7121703400418085,46.283255793749035,354.4018190641908,0.1641183342357711,18.9491138,0.000721305783,18.7645741,0.000582708861,18.8507881,0.000618312682,42696514702700729
b'235141.43-005127.7',357.922628,-0.857697,2.1653,19.597,0.025,19.616,0.024,19.447,0.023,9.141498324910378,-0.7237593344743942,46.51810953555355,357.9226315972267,-0.8576831953878293,19.5856819,0.00109906355,19.7084045,0.00159213576,19.4535294,0.000853296835,41641679324738613
b'010700.04-000636.2',16.750192,-0.110069,1.8305,19.782,0.032,19.669,0.018,19.375,0.025,9.063961795912135,-0.702085417764728,46.46224692326497,16.750184146501716,-0.1100562793615426,19.1652069,0.000715479604,19.094326,0.000677512027,18.9303665,0.00154678419,40625060565772067
b'011430.24+000420.9',18.626011,0.072483,0.4554,21.02,0.036,20.255,0.034,19.699,0.026,8.419204667209238,-1.3171402331519317,45.20243497917487,18.626010473205607,0.0725069451475449,20.4793186,0.00137260451,20.1239357,0.00103695982,19.5104847,0.00141181413,41703239090989873
