SDSS_NAME,RA,DEC,REDSHIFT,g_SDSS,gerr_SDSS,r_SDSS,rerr_SDSS,i_SDSS,ierr_SDSS,LOGBH,LOGEDD_RATIO,LOGLBOL,ra,dec,g_HSC,gerr_HSC,r_HSC,rerr_HSC,i_HSC,ierr_HSC,hsc_id
b'235421.41+011343.7',358.58924,1.228826,1.3024,19.815,0.027,19.311,0.022,19.06,0.02,9.083524221742497,-0.950997306003849,46.232897460856215,358.58923409015927,1.2288265707393848,19.9733295,0.0011266137,19.3603783,0.000816036598,19.1676407,0.000533672748,42710009489939284
b'000054.02+005503.0',0.225086,0.917518,1.1819,19.851,0.021,19.574,0.019,19.45,0.03,8.289089077330214,-0.42699993034958794,45.96245969209819,0.2250980905478961,0.9175186656324904,20.2150745,0.0012001486,19.9188519,0.0010070313,19.8377113,0.00119679957,41645536205367384
b'000546.48-002413.9',1.443699,-0.403881,1.7297,19.573,0.024,19.56,0.018,19.29,0.022,8.880560097352925,-0.545382370301482,46.43554827216901,1.4437057741594703,-0.4038775511996773,19.7845726,0.00104226195,19.6734619,0.0010039818,19.4371033,0.000707089086,40581350683599567
b'021233.13-011132.0',33.138057,-1.192235,1.1528,20.316,0.031,19.838,0.019,19.887,0.027,8.416010875099497,-0.635828799007669,45.88055262120939,33.1380458698825,-1.1922394928144082,19.863266,0.0013445972,19.5414715,0.0011029077,19.6665726,0.00287601328,40673280163595404
b'092743.03+040915.7',141.929305,4.154381,1.8697,20.282,0.026,19.566,0.023,19.135,0.022,9.258242521884362,-0.8380270814704858,46.52058598553144,141.9293022623078,4.154383584274395,19.9142914,0.00187987182,19.4221039,0.00208383077,19.1550026,0.00104924629,44196132598864407
b'095244.76+024606.5',148.186527,2.768493,1.786,20.394,0.027,20.09,0.029,19.553,0.029,8.978014579264798,-0.7417311515121909,46.336653972870174,148.18652961814146,2.7684979628107205,20.636549,0.00375892106,20.3805637,0.003323104,19.8766518,0.00156139035,43154624504400559
b'100033.75+040844.2',150.140637,4.145616,0.8789,18.33,0.039,18.234,0.021,18.287,0.021,8.774241133542912,-0.6120878262095957,46.262523852450876,150.14064389607285,4.145614389277239,18.4052773,0.00106808543,18.3014488,0.0010237731,18.3717556,0.000565666473,44223070633742096
b'100226.98+033039.7',150.612422,3.511044,0.9102,19.458,0.021,19.25,0.024,19.248,0.023,8.460511711487726,-0.735658934311374,45.825223322293915,150.61241494113452,3.51104275859738,19.3421192,0.00122891052,19.2055645,0.00105017098,19.1789742,0.000678357144,44222645431983911
b'100250.44+004919.6',150.710192,0.822112,1.8773,19.738,0.021,19.765,0.019,19.597,0.024,9.044720317813171,-0.7160309241792078,46.42905993875153,150.71018831744422,0.8221049636538906,19.8051357,0.00103147107,19.7848892,0.00103832188,19.6782303,0.000714771915,42094544971397933
b'113453.52+013947.2',173.723035,1.663122,0.9843,18.76,0.016,18.621,0.019,18.72,0.018,9.045283528102667,-0.9495528328937013,46.19610124032653,173.72303784041208,1.6631238925070662,19.8293247,0.00163645751,19.4813538,0.00142208044,19.7378559,0.00148311106,43229228086350660
b'122155.04+011241.9',185.479355,1.211656,1.0934,18.877,0.02,18.665,0.017,18.69,0.017,8.624364592220173,-0.36110786238126025,46.36362727495648,185.4793587751816,1.211662304923805,18.6141548,0.000617162848,18.4763489,0.000630602066,18.6013641,0.000483963086,42195163170229333
b'123124.71+004719.2',187.852969,0.788668,1.7346,19.581,0.017,19.33,0.016,19.052,0.02,9.031056134283364,-0.6447696711363662,46.48665700826456,187.85296213091624,0.7886792840652256,19.5411758,0.000914681412,19.1806259,0.000859239954,18.9146214,0.000484717137,42204496134174410
b'123249.27+014459.4',188.205323,1.74986,0.8398,19.465,0.023,19.248,0.02,19.151,0.03,8.790280735812827,-1.2235450570254045,45.66710622390499,188.2053167296804,1.7498534465863231,19.8896065,0.00206113001,19.6918755,0.00117653259,19.6577473,0.00137936184,43273483429379385
b'123824.90+001834.5',189.603769,0.309604,2.1554,19.58,0.016,19.342,0.029,19.104,0.023,8.000596800783034,0.6107969914272005,46.7117643373278,189.60377961044443,0.3096253948014543,19.8057709,0.00162622589,19.3681641,0.00126996113,19.2239914,0.00092236686,42208610712836262
b'134412.88-003005.4',206.053694,-0.501518,0.7085,20.618,0.028,20.445,0.033,20.172,0.035,8.246592934925976,-1.2904030257238475,45.056560454319694,206.0536989451475,-0.5015300455605085,20.7820148,0.00383788696,20.5578003,0.00221967441,20.3429356,0.00188563997,41188139368211863
b'144008.41+021138.5',220.035061,2.194032,0.8191,18.856,0.025,18.777,0.017,18.957,0.02,8.968017902164089,-1.1411708234471618,45.92721762383449,220.03507211794067,2.194050585458918,18.615818,0.00063615106,18.5271835,0.00102977059,18.8459835,0.000525919371,43365442974140357
b'144906.42+015557.1',222.276751,1.93255,1.4828,19.706,0.023,19.401,0.023,19.232,0.021,8.295770896147095,-0.17359591643322148,46.22254552483144,222.2767656647605,1.9325497082946583,19.5959091,0.000965029525,19.4336052,0.00152534072,19.3274002,0.00063029764,43369282674911718
b'222401.42-005150.1',336.00595,-0.863937,1.1731,20.63,0.036,20.227,0.026,20.193,0.036,8.677219140580997,-0.8920472761078173,45.88554240959074,336.005949515911,-0.8639298313557345,20.8016186,0.00185109721,20.4236145,0.00183467986,20.4943886,0.00136671145,41575571188121836
b'223157.58-003205.7',337.989946,-0.534917,1.3889,20.061,0.028,19.656,0.021,19.584,0.024,8.648541855190418,-0.507858853479874,46.241053546828105,337.98995780595067,-0.5349113349178737,19.772728,0.000949392212,19.4415932,0.000713268819,19.3227787,0.000721662771,41579565507710690
b'223305.79-010810.9',338.274151,-1.136363,1.7844,20.589,0.032,20.412,0.029,20.134,0.035,8.887241964729077,-0.7952359429395415,46.1923765669071,338.2741605921427,-1.1363647818251712,20.0396271,0.00164911058,19.9743862,0.00165515591,19.7814503,0.00195858115,41579277744892064
b'224222.13+001505.7',340.592209,0.251594,1.3534,20.442,0.025,19.935,0.022,19.871,0.026,8.369331820527574,-0.4705407745084429,45.9991615911367,340.5922062301953,0.2515999636041268,20.4073067,0.00118800672,19.9616737,0.000951026275,19.8401527,0.00104042538,42657344600971577
b'225828.17+002319.9',344.617395,0.388863,3.1265,19.942,0.021,19.528,0.019,19.289,0.02,9.874514906969972,-1.0488444270010078,46.926041025086526,344.61740991704767,0.3888672568039518,19.9053097,0.000889261602,19.5244522,0.000821512658,19.3641243,0.000685164647,42670817913368494
b'232301.10-001551.5',350.754616,-0.264329,1.5768,19.458,0.021,19.304,0.023,19.067,0.024,9.214062977127568,-0.7478227706539968,46.566610751591135,350.75462234715053,-0.2643334504398102,19.4227524,0.000827947282,19.3320694,0.000811683945,19.189024,0.000715171569,41619568833094538
b'233440.41+005604.6',353.668405,0.93463,0.734,19.929,0.042,19.87,0.027,19.689,0.034,8.436231799924187,-1.1292071317097054,45.407395213332045,353.6684195482414,0.9346363123032766,19.703064,0.00128105492,19.6640053,0.00121487293,19.6193466,0.000852260622,42697081638384416
b'001055.41+003032.2',2.730882,0.508954,1.2332,19.968,0.032,19.546,0.021,19.51,0.025,9.039846489723056,-1.184101081979584,45.95611595286103,2.730889939705958,0.508967536345426,20.3293247,0.00168674369,19.8192234,0.000965065323,19.8930988,0.000994943082,41654598586357595
b'015515.93-011046.8',28.816401,-1.179687,1.5545,18.765,0.029,18.552,0.017,18.397,0.02,9.042361566572204,-0.4716120806927151,46.67112003099705,28.81639354639844,-1.1796836347297592,18.9819527,0.00143261428,18.7051544,0.00118011981,18.5637398,0.00405297102,40659948585107262
b'084232.17-000615.0',130.634047,-0.104178,1.1675,19.046,0.017,18.393,0.016,18.175,0.015,9.001332186808495,-0.5703999085244007,46.53130282340166,130.63403717090813,-0.1041806180487326,19.0747566,0.000709853659,18.4269695,0.000589632138,18.2035389,0.000326055015,40963847586081593
b'084621.71+004025.2',131.590464,0.673684,3.0171,19.53,0.018,19.153,0.015,18.769,0.016,9.564813160025704,-0.8101900653601106,46.85499363978316,131.59046444008172,0.673688483147878,18.9560852,0.000646279892,18.4087715,0.000799845264,18.1919136,0.000384686253,42037232927785763
b'090257.75+011111.8',135.740626,1.186617,1.0417,19.528,0.017,19.058,0.022,18.915,0.02,8.393428612404058,-0.450182982850869,46.04361617467075,135.74061600946652,1.1866252188633524,19.7072048,0.000812506827,19.281168,0.000745093741,19.1681709,0.00054484437,42050710535174413
b'093405.00+014845.0',143.520865,1.812524,1.6829,19.397,0.027,19.33,0.02,18.992,0.026,9.41573472537631,-1.1280041098718456,46.38810116062203,143.5208790331438,1.81253890330206,19.6202545,0.00174199359,19.5030556,0.00224595983,19.2062836,0.000775583845,43136048770863423
b'125257.13+011040.2',193.238075,1.177856,2.1741,19.541,0.023,19.063,0.016,18.824,0.018,9.548979970282243,-1.2229146059234566,46.426435909476346,193.23808467715764,1.1778626384646689,19.2829285,0.0011188552,18.7634888,0.000581659784,18.5022697,0.00108151999,42217011668867880
b'135212.21-021248.4',208.050879,-2.213446,1.7429,19.132,0.022,19.108,0.017,18.837,0.018,9.505954784007564,-1.06500952630374,46.54131580282139,208.05088508491048,-2.213432867593349,19.772419,0.00225261459,19.6763592,0.00176836434,19.3103294,0.00119655195,40128480741972059
b'144746.31+015549.4',221.942979,1.930395,1.1017,19.858,0.022,19.697,0.019,19.783,0.03,9.210806999829755,-1.5622948596596018,45.74888268528772,221.94299527031515,1.930397878098272,20.5149918,0.00179239234,20.1844559,0.00257004821,20.4018898,0.00134496239,43369420113866887
b'220516.30+004229.7',331.317938,0.708274,1.0891,20.45,0.027,19.892,0.019,19.921,0.028,9.346893220332987,-1.5399888876078052,45.907274877842745,331.31793304351646,0.7082968489909618,20.26194,0.00110292307,19.771246,0.000950826332,19.7282524,0.000828367483,42631244084698032
b'220604.11+011025.1',331.517158,1.173662,2.6753,20.403,0.027,20.31,0.027,20.271,0.039,9.353715635597371,-1.1539145175469159,46.300171663168015,331.5171464553108,1.1736579228823891,20.9924984,0.00187061203,20.8086777,0.0018605357,20.8436394,0.00181244698,42631115235662804
b'220718.43-001723.1',331.826821,-0.289751,0.7086,20.724,0.031,20.325,0.03,19.902,0.029,8.933881516257168,-1.7747868090965113,45.25946525227822,331.826825065525,-0.2897641814340885,21.4934292,0.0032797798,20.9619236,0.00252126181,20.5954971,0.00141642918,41562115055591145
b'222339.21+003942.1',335.913405,0.66171,2.9637,19.335,0.02,19.147,0.016,19.08,0.021,8.994938981576258,0.04569663726105233,47.14100616395488,335.9134036842404,0.6616989401862263,19.6431541,0.00103060319,19.4552841,0.000966496824,19.4346962,0.000659995712,42644300785281330
b'224442.51+001826.6',341.177127,0.307404,1.7213,19.289,0.019,19.217,0.02,18.944,0.018,8.919968871912175,-0.4847066214200808,46.53563279560966,341.1771393146586,0.3073932389621795,19.4437389,0.000729465915,19.3366489,0.000702800578,19.1439209,0.000509395904,42656936579065803
b'230936.87+005215.4',347.403653,0.870955,2.2162,19.34,0.02,19.235,0.022,19.169,0.032,9.775717386141839,-1.0098314920088072,46.8662564392506,347.4036475663113,0.8709619550892029,19.4011211,0.000844758761,19.2733002,0.000825077528,19.2342529,0.000628256006,42674266772099351
b'232132.72-010727.8',350.386345,-1.124401,1.8234,20.146,0.032,20.025,0.032,19.822,0.041,9.342237314815822,-1.3240267726888888,46.1185810872445,350.3863682368764,-1.124381316404683,20.382225,0.00286126044,20.3585739,0.00230936077,20.0088425,0.00167538028,41619822236162284
b'234209.39+000632.8',355.539126,0.109136,2.3361,20.235,0.025,20.399,0.033,20.26,0.044,8.732071686795763,-0.39795216582235327,46.43449006609097,355.5391132057917,0.1091316628697338,20.5659065,0.00196061796,20.6749535,0.0019393434,20.4857941,0.00161459157,42701187627113478
b'234713.61-001953.4',356.80673,-0.331521,1.1348,19.441,0.027,19.098,0.019,19.045,0.02,8.490368228824815,-0.40157177225244567,46.18916700168993,356.80673930154694,-0.3315178613507886,19.3623962,0.000784479838,19.084507,0.00066366815,19.0719528,0.000476200483,41637019285222712
b'235051.47+004111.2',357.714495,0.686467,2.253,19.899,0.03,19.521,0.026,19.297,0.021,9.452465828428554,-1.0969998048842413,46.45583656866187,357.71448065299563,0.6864693314131817,20.025425,0.00115253939,19.5720329,0.000836869527,19.2980213,0.000687814376,42705048802713501
b'235917.44+011200.6',359.822702,1.200192,1.904,20.299,0.026,20.179,0.029,19.947,0.035,8.9269135803828,-0.8152915513514429,46.21199257414892,359.8226880336034,1.2002110652066431,20.2609024,0.00118969916,20.1284218,0.00105543062,19.8960361,0.000891426462,41645815378248221
b'000350.75-010359.5',0.96148,-1.06653,0.9159,20.032,0.026,19.812,0.025,19.753,0.032,8.631258976008274,-0.9748866113126056,45.756742909813234,0.9614785943664936,-1.066527926068114,19.8527756,0.00187468738,19.7590847,0.00193523639,19.7982769,0.00193907158,40581745820589088
b'000515.93-003730.7',1.316388,-0.6252,0.4764,20.829,0.042,20.435,0.034,19.88,0.033,8.758477476187302,-1.7111232648992925,45.14772475640557,1.316390993208756,-0.6252025653164668,20.7458611,0.00227840291,20.5341301,0.00174548326,20.1757202,0.00127163727,40581483827582080
b'011123.15+003632.7',17.846485,0.609084,2.133,20.068,0.027,19.917,0.024,19.927,0.036,9.239555190913176,-0.9503936910803148,46.38953204495043,17.84648929729186,0.6090836696168987,19.9190121,0.00105118833,19.8140488,0.00111849583,19.843586,0.00223735999,41698441612520517
b'021419.42-010716.9',33.580923,-1.121369,4.6381,24.723,0.684,21.648,0.068,20.373,0.041,0.0,-999.0,46.772816606145106,33.58092903289515,-1.1213674998084155,23.5788498,0.0180135611,21.1771889,0.00208839145,20.1676064,0.00389265083,40678502843832542
b'085355.23-003801.9',133.480158,-0.633869,1.8997,20.239,0.023,20.349,0.026,20.07,0.028,8.694842718105729,-0.8147918824949372,45.98042138072835,133.4801673996711,-0.6338668931122307,20.0852814,0.000984282698,20.1069717,0.00112262007,19.980011,0.000833985046,40972635089142486
b'085430.17+004213.6',133.625732,0.703799,4.0833,21.905,0.067,20.278,0.028,20.001,0.033,0.0,-999.0,46.892721123338156,133.62572778993453,0.7037941470962622,21.6023693,0.00299994042,20.2746334,0.00172641187,19.8933525,0.000822427392,42041218657440451
b'091839.34+020658.8',139.663954,2.116339,1.4814,19.424,0.02,19.293,0.018,19.088,0.019,9.22655412989617,-1.021264983162773,46.30565969185096,139.66396514645572,2.1163445165109462,18.7446041,0.000526179152,18.6968117,0.000506691693,18.6857338,0.000409311149,43127944167585685
b'100409.28+024946.4',151.038689,2.829563,1.5943,19.532,0.02,19.448,0.022,19.22,0.02,8.708027827110177,-0.4517233551140407,46.3566750171137,151.03867660316993,2.829581854940343,19.2766724,0.000859654683,19.137619,0.000719720556,18.998497,0.000605880166,43163558036401472
b'120601.16+013407.4',181.504847,1.568741,0.5088,18.716,0.033,18.822,0.019,18.681,0.019,9.216643114488313,-1.7430747889642078,45.57393887064167,181.50486100069523,1.5687449855541151,18.6171265,0.000655106676,18.857502,0.000616233621,18.8191948,0.000633565709,43250939146042159
b'121614.77-014757.7',184.061567,-1.79938,2.1684,19.889,0.021,19.88,0.025,19.888,0.033,9.06617036345001,-0.7080757328058453,46.458465175761724,184.0615768644804,-1.7993775264567318,19.8940392,0.00108454924,19.766201,0.00137550372,19.7770672,0.00107648829,40058258026687102
b'124445.39+012911.2',191.189159,1.486469,1.8673,19.297,0.021,19.314,0.019,19.112,0.02,9.095019753564078,-0.6905047553408608,46.50488554334078,191.18918095254472,1.486477106105054,19.6395435,0.00121954479,19.6469231,0.000949706009,19.4168358,0.00164258352,42213034529150905
b'143627.79+004655.7',219.115806,0.782147,2.1617,21.164,0.037,20.683,0.037,20.124,0.034,7.553607606311635,0.18176475288176164,45.83574290431096,219.11579650936136,0.7821335980081509,20.8009777,0.00200036401,20.3819714,0.00185209978,19.850935,0.000945331878,42296717671956338
b'143748.21-011436.3',219.450907,-1.24342,1.8027,20.592,0.031,20.417,0.032,20.046,0.036,9.376352278060388,-1.4535688035980598,46.02315401957989,219.45091707819688,-1.243392677524461,20.5971756,0.00145155564,20.4669876,0.00146446563,20.2047138,0.00106778997,41227704606946911
b'230532.33-003139.7',346.384718,-0.527697,0.9389,19.609,0.021,19.431,0.022,19.518,0.025,8.395024447823966,-0.631647196369336,45.86374779657219,346.384721695757,-0.5276950076739999,19.5320587,0.000768521568,19.5359097,0.00101799739,19.6929436,0.00114785484,41606366103632690
b'232742.67+000653.9',351.927821,0.114975,0.8835,19.519,0.028,19.382,0.02,19.506,0.031,8.720873576257869,-1.0414446603274925,45.77979946104794,351.9278074098256,0.1149790030887518,19.6827583,0.000841237139,19.7927742,0.000844923779,20.2120743,0.00125464809,42692941289908178
b'234700.59+000538.8',356.752483,0.094134,1.1298,19.99,0.025,19.648,0.025,19.606,0.028,8.90740699401411,-1.1518150745501217,45.85596246458155,356.75246721996825,0.0941186607636119,20.6448288,0.00152808777,20.2705402,0.00122303725,20.3057384,0.00136720925,42705860551531024
b'001257.25+011527.3',3.238559,1.257595,0.5047,18.661,0.025,18.78,0.02,18.595,0.021,8.828126067427245,-1.3942445851219034,45.53425202742291,3.2385736165416645,1.2576179350990917,19.0468426,0.000814199797,19.1456795,0.00073485676,19.0426846,0.000854767859,41654340888322543
b'015644.13-005038.0',29.183909,-0.843916,1.7779,20.69,0.043,20.65,0.035,20.373,0.035,8.996208408009352,-1.075921802129777,46.02065715099714,29.18390612069842,-0.8439306618847088,19.8358536,0.00110945245,19.7960262,0.00133929786,19.587368,0.0049058171,40665175560314017
b'015841.87-002500.2',29.674492,-0.416734,2.045,19.987,0.02,19.725,0.023,19.524,0.021,8.23706072831212,0.14524055442536365,46.48267182785505,29.674502894173987,-0.4167272052458161,19.64711,0.000726525614,19.6282063,0.00170966203,19.2963142,0.00399595778,40664913567303405
b'084548.60+000543.7',131.452519,0.095491,1.4102,19.451,0.015,19.247,0.015,19.069,0.016,9.045611283999856,-0.7987734313592014,46.347208397758216,131.45251838091812,0.0954912924441382,19.3596535,0.000787693134,19.0769882,0.000791292579,18.9444904,0.00060524256,42037357481837283
b'095105.40+004901.1',147.7725,0.816991,0.6618,20.289,0.027,20.156,0.027,19.959,0.033,8.17013894426395,-1.0457176908556747,45.224791798525835,147.77251720194616,0.8170014956086498,20.0519714,0.00136534404,19.860342,0.00124387455,19.6193104,0.000907778041,42085748878373156
b'095526.24+014651.4',148.859361,1.780966,1.7295,19.645,0.023,19.532,0.02,19.258,0.021,9.40345839480463,-1.1004600105532063,46.40336892936899,148.85936123960178,1.7809634555526457,19.5960445,0.00106548483,19.5246964,0.000931365124,19.3040581,0.000634725729,43154053273767948
b'113422.34+004100.8',173.593094,0.683556,0.6239,20.167,0.026,20.205,0.026,19.935,0.028,8.932634095971776,-1.7263795167860536,45.30662512430329,173.59307953131346,0.6835696151633028,19.8311081,0.00100718706,19.8511143,0.00118318445,19.8032703,0.00202339515,42160103352196718
b'115826.94-000701.5',179.612266,-0.117086,1.8091,19.393,0.021,19.325,0.016,19.012,0.018,8.946486246155995,-0.46579074450426816,46.58106604676929,179.61227942716263,-0.1170811344745442,19.1969814,0.000661482685,19.1428719,0.000624130887,18.8899612,0.000515739433,41108845682004373
b'115959.05-003218.1',179.996076,-0.538375,1.3618,19.0,0.021,18.71,0.015,18.57,0.019,9.192199116249604,-0.8099799600110344,46.48258970135613,179.99607451705106,-0.5383755371598802,19.2163124,0.000797337736,18.8985825,0.000621439598,18.8175621,0.000616971636,41108562214158897
b'120630.34+015808.3',181.626457,1.968984,1.5506,20.931,0.039,20.738,0.051,20.225,0.043,8.47715730454998,-0.6848890787217883,45.89263877094576,181.62646005678133,1.9689649919085208,21.2711868,0.00420884835,20.8409214,0.00323180831,20.4565697,0.00296345935,43250814591977471
b'123427.81+005759.4',188.615915,0.966508,1.5341,18.812,0.037,18.654,0.02,18.436,0.022,9.322555581682725,-0.7694949727704241,46.65343115402987,188.6159275810378,0.966524585295936,19.127943,0.000817359891,18.9247684,0.000752310152,18.727684,0.0005694828,42203813234376046
b'125254.53-000555.7',193.227231,-0.098827,1.8574,20.382,0.025,20.484,0.03,20.286,0.034,8.865700567873382,-0.9070530096886174,46.05901810330233,193.2272348811874,-0.0988351252420724,20.724184,0.00189629174,20.7139435,0.00216638786,20.5493565,0.00332926796,41148290661643335
b'125329.98+000730.1',193.374947,0.125052,2.6932,19.655,0.021,19.516,0.019,19.406,0.023,9.592012597387338,-0.9718194055859044,46.720563736919,193.37495552315272,0.125050894093829,19.54739,0.00137885439,19.4319458,0.00106026174,19.372139,0.00125332933,42222350313213872
b'141015.36-001418.9',212.564011,-0.238589,1.8757,19.315,0.021,19.045,0.014,18.669,0.018,8.622558878288512,0.06427609196213524,46.787205515368214,212.56401853415628,-0.2385862845333073,19.7454185,0.00085381727,19.4658737,0.000692192581,19.0134239,0.000500616967,41205327827330283
b'143100.00-013141.7',217.750017,-1.528258,0.8299,19.352,0.023,19.009,0.015,18.674,0.017,8.107397419610376,-0.33915259939069387,45.86861536533724,217.7500352360144,-1.52825941517662,19.2537537,0.000834272825,18.9385777,0.000737941591,18.6701603,0.000479782553,40154336445094979
b'222106.05-005541.6',335.275245,-0.928243,2.3176,20.324,0.029,20.193,0.027,20.17,0.036,9.07836310910404,-0.7970245511548271,46.381709103066775,335.2752451845168,-0.9282488851625058,21.2739067,0.00235446473,21.1559181,0.00295615243,20.9814243,0.00212077587,41570623385792324
b'222403.36-005724.2',336.014007,-0.956729,0.3134,19.385,0.025,19.002,0.017,19.029,0.02,7.985271434917808,-0.9613731150706855,45.124268864964684,336.01402192086687,-0.95673194631369,19.3033524,0.00102502317,19.2880707,0.00132649962,19.3879204,0.000845103059,41575571188116231
b'230524.46+005209.7',346.351949,0.869377,1.8499,20.253,0.038,20.123,0.07,19.704,0.083,9.404822733614257,-1.1382406218961236,46.3669526568357,346.35193487336244,0.8693756718906438,20.0114956,0.000955280266,19.7863503,0.00101749448,19.5175781,0.000626338355,42675091405823671
b'234323.23-001901.9',355.846817,-0.317216,1.7303,20.588,0.031,20.337,0.036,19.832,0.035,9.225908443900671,-1.2473666663729546,46.07891232264528,355.84682278738865,-0.3172022090098559,20.4264526,0.00162553741,20.2599678,0.00126269564,19.9084034,0.00122843659,41632208921850970
b'234407.60-005852.7',356.031689,-0.981318,3.2082,19.185,0.025,18.967,0.018,18.934,0.019,9.13246927718279,-0.02360370312133142,47.209236119179025,356.0317021336352,-0.9813185926686512,19.3072281,0.00110755104,19.1134377,0.000753574073,19.0715084,0.00104983151,41632058597987950
b'234446.21+003405.3',356.192548,0.568157,2.3252,19.193,0.022,19.323,0.026,19.248,0.026,8.958616730430737,-0.3503687320878086,46.708618543460496,356.1925366656548,0.5681698478727059,19.0744572,0.000670237117,19.1318722,0.000695163966,19.196497,0.000610483054,42700783900190749
b'234851.95+001624.5',357.216472,0.273494,1.1141,19.126,0.016,18.917,0.013,18.882,0.025,8.53824555176206,-0.4470782429958362,46.19153785388379,357.2164651627133,0.2735010827570495,19.2964897,0.000664394815,19.0570869,0.000584599155,18.9932289,0.000487702229,42705448234679304
b'000739.54-000519.8',1.914787,-0.08885,1.9024,20.349,0.042,20.368,0.029,20.021,0.034,8.202611810428982,-0.19068279810069555,46.11229955744585,1.914800245014383,-0.0888498365676852,20.6493378,0.0020834778,20.503336,0.00168299186,20.1772823,0.00109236827,40581084395625639
b'000803.87-003939.1',2.016164,-0.660862,2.093,20.43,0.029,20.421,0.043,20.286,0.044,7.86780942189322,0.2489766087723524,46.217156575783136,2.0161596643787374,-0.6608691458783486,20.3751373,0.00203997269,20.3393307,0.00176347711,20.166111,0.00139889529,40580929776809227
b'001043.84-001729.6',2.682704,-0.291574,1.2987,20.344,0.028,20.087,0.027,19.919,0.037,8.555709972852643,-0.7822694822401459,45.873811035730064,2.6827097600350607,-0.2915722016619898,20.3760757,0.00146215141,20.0107994,0.0010672335,19.7781181,0.00154926628,40586023608018644
b'010400.19-003536.0',16.000819,-0.593347,0.8787,20.025,0.027,19.835,0.029,19.936,0.034,8.5211199996686,-1.047537893884659,45.573952650901504,16.000813346894226,-0.593347126140269,19.7386036,0.00117723935,19.6563168,0.00136255065,19.8028946,0.0024806275,40625601731644477
b'010418.71-002517.9',16.07799,-0.421653,0.8084,20.703,0.034,19.957,0.03,19.553,0.031,8.540255687996813,-1.217624826756598,45.42300140635778,16.077994434473887,-0.4216375810738062,20.7797184,0.00203493424,20.1088715,0.00136405171,19.813961,0.00231171981,40625468587660403
b'090453.02+010529.8',136.220926,1.09163,0.9632,18.571,0.021,18.338,0.016,18.35,0.014,8.920799634706546,-0.7217625965140613,46.29940758331005,136.2209171652822,1.0916208094817563,18.6073933,0.000564948888,18.3136101,0.000569827098,18.38591,0.000393476425,42050298218309928
b'090752.72+053241.7',136.969683,5.544937,2.0189,19.665,0.024,19.611,0.018,19.454,0.021,9.258765673683602,-0.7747397546504473,46.584396464150714,136.96969119054916,5.544938369720982,20.3009911,0.00334799499,20.2575321,0.0035008823,19.9030895,0.0021917983,45247540592917032
b'091237.64-002717.6',138.15687,-0.454909,1.7604,19.219,0.018,19.185,0.018,18.88,0.02,8.755126101763501,-0.27866900665136285,46.5768276402297,138.15686899625854,-0.4549129216390254,19.5776005,0.00102415204,19.4402046,0.00123767159,19.0948658,0.000686894578,40985696084708654
b'092313.53+043444.9',140.806394,4.57916,0.6569,19.797,0.022,19.732,0.025,19.735,0.026,9.442720473864593,-2.0733129712159197,45.46977804776624,140.80638345238464,4.5791609447180335,20.1411629,0.00151017925,20.2092552,0.00206635357,20.0407066,0.000983337173,45261263013434898
b'100720.70+004539.8',151.836277,0.761073,1.7684,20.115,0.024,19.721,0.021,19.237,0.022,8.961200591109211,-0.6087820141616973,46.45278912206508,151.8362990218654,0.7610784252696364,19.6385384,0.00100627448,19.1996231,0.000798146008,18.7780457,0.000426895509,42093720337672684
b'114100.83-001856.7',175.253495,-0.315771,1.5375,19.653,0.018,19.337,0.02,18.982,0.019,8.979050740967049,-0.6057099367429402,46.47371134934167,175.2534949899252,-0.3157591463597511,19.649044,0.000728594663,19.2671127,0.000735680747,19.0637093,0.00050191686,41095647247500146
b'125629.48+002830.2',194.122855,0.475071,0.5123,17.778,0.014,17.958,0.017,17.889,0.023,8.453842832368846,-0.7800614165778441,45.77415196090856,194.12286033217265,0.4750647151939162,18.4993629,0.000751416548,18.6149559,0.00056135311,18.6213207,0.00130654511,42221809147332421
b'135351.58+015153.9',208.46493,1.864974,1.6089,18.463,0.023,18.386,0.02,18.209,0.02,9.338161320414777,-0.7906328569784691,46.64789900855387,208.4649378476806,1.8649736736943252,18.7678585,0.00142732216,18.652916,0.0010977831,18.4225197,0.000723728794,43329975134211319
b'135603.51-010421.8',209.014637,-1.072747,1.9324,18.843,0.02,18.756,0.016,18.403,0.021,8.960373668339168,-0.16278982934197472,46.897954384114755,209.01465106627097,-1.0727449653656862,18.9931564,0.000736020447,18.8753281,0.000716047769,18.5650616,0.000394152914,41196922576338797
b'145321.76+010130.6',223.340669,1.025173,2.1776,20.118,0.028,20.165,0.03,20.002,0.036,9.264421184803055,-1.004092232899005,46.36069949702161,223.34067421119445,1.0251839607384017,19.861145,0.000940711645,19.7763329,0.00101260119,19.6418438,0.000715335482,42310057840365736
b'150026.19-005428.3',225.109148,-0.907875,0.281,19.444,0.019,18.855,0.013,18.551,0.016,8.660326099386964,-1.6400300799713179,45.12066656453321,225.10914882300523,-0.9078837897765372,20.6136284,0.00133138697,19.6641502,0.000891099975,19.2009144,0.000618092308,41245442821874568
b'224348.31+003437.8',340.951309,0.577176,1.756,20.567,0.029,20.362,0.03,20.035,0.032,8.510382618112747,-0.5184739642358167,46.0922791989945,340.9513095652708,0.577183020533621,19.8708248,0.00105481618,19.7760773,0.00108242291,19.5567131,0.000717999472,42657078312994230
